2010-06-21 22:46:15,453 | OSM_2_OA      | INFO   | Started
2010-06-29 22:25:43,840 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt46
2010-06-29 22:25:43,847 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.4,46.7,6.5,46.8
2010-06-29 22:25:44,197 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt47
2010-06-29 22:25:44,198 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.4,46.8,6.5,46.9
2010-06-29 22:25:44,957 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt48
2010-06-29 22:25:44,959 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.4,46.9,6.5,47.0
2010-06-29 22:25:45,339 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt49
2010-06-29 22:25:45,340 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.5,46.0,6.6,46.1
2010-06-29 22:25:46,047 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt50
2010-06-29 22:25:46,079 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.5,46.1,6.6,46.2
2010-06-29 22:25:46,439 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt51
2010-06-29 22:25:46,440 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.5,46.2,6.6,46.3
2010-06-29 22:25:46,777 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt52
2010-06-29 22:25:46,778 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.5,46.3,6.6,46.4
2010-06-29 22:25:47,118 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt53
2010-06-29 22:25:47,124 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.5,46.4,6.6,46.5
2010-06-29 22:25:47,886 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt54
2010-06-29 22:25:47,942 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.5,46.5,6.6,46.6
2010-06-29 22:25:48,654 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt55
2010-06-29 22:25:48,720 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.5,46.6,6.6,46.7
2010-06-29 22:25:49,070 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt56
2010-06-29 22:25:49,071 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.5,46.7,6.6,46.8
2010-06-29 22:25:50,791 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt57
2010-06-29 22:25:50,822 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.5,46.8,6.6,46.9
2010-06-29 22:25:51,175 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt58
2010-06-29 22:25:51,175 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.5,46.9,6.6,47.0
2010-06-29 22:25:51,886 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt59
2010-06-29 22:25:51,899 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.6,46.0,6.7,46.1
2010-06-29 22:25:52,611 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt60
2010-06-29 22:25:52,686 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.6,46.1,6.7,46.2
2010-06-29 22:25:53,029 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt61
2010-06-29 22:25:53,031 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.6,46.2,6.7,46.3
2010-06-29 22:25:53,754 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt62
2010-06-29 22:25:53,770 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.6,46.3,6.7,46.4
2010-06-29 22:25:54,487 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt63
2010-06-29 22:25:54,502 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.6,46.4,6.7,46.5
2010-06-29 22:25:54,838 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt64
2010-06-29 22:25:54,839 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.6,46.5,6.7,46.6
2010-06-29 22:25:55,187 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt65
2010-06-29 22:25:55,188 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.6,46.6,6.7,46.7
2010-06-29 22:25:55,898 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt66
2010-06-29 22:25:55,927 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.6,46.7,6.7,46.8
2010-06-29 22:25:56,270 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt67
2010-06-29 22:25:56,271 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.6,46.8,6.7,46.9
2010-06-29 22:25:56,977 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt68
2010-06-29 22:25:56,978 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.6,46.9,6.7,47.0
2010-06-29 22:25:57,327 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt69
2010-06-29 22:25:57,328 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.7,46.0,6.8,46.1
2010-06-29 22:25:57,679 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt70
2010-06-29 22:25:57,680 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.7,46.1,6.8,46.2
2010-06-29 22:25:58,017 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt71
2010-06-29 22:25:58,018 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.7,46.2,6.8,46.3
2010-06-29 22:25:58,770 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt72
2010-06-29 22:25:58,791 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.7,46.3,6.8,46.4
2010-06-29 22:25:59,142 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt73
2010-06-29 22:25:59,143 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.7,46.4,6.8,46.5
2010-06-29 22:25:59,497 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt74
2010-06-29 22:25:59,498 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.7,46.5,6.8,46.6
2010-06-29 22:25:59,837 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt75
2010-06-29 22:25:59,838 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.7,46.6,6.8,46.7
2010-06-29 22:26:00,579 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt76
2010-06-29 22:26:00,608 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.7,46.7,6.8,46.8
2010-06-29 22:26:00,954 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt77
2010-06-29 22:26:00,955 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.7,46.8,6.8,46.9
2010-06-29 22:26:01,670 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt78
2010-06-29 22:26:01,767 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.7,46.9,6.8,47.0
2010-06-29 22:26:02,107 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt79
2010-06-29 22:26:02,109 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.8,46.0,6.9,46.1
2010-06-29 22:26:02,885 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt80
2010-06-29 22:26:02,921 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.8,46.1,6.9,46.2
2010-06-29 22:26:03,635 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt81
2010-06-29 22:26:03,636 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.8,46.2,6.9,46.3
2010-06-29 22:26:03,977 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt82
2010-06-29 22:26:03,978 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.8,46.3,6.9,46.4
2010-06-29 22:26:04,318 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt83
2010-06-29 22:26:04,320 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.8,46.4,6.9,46.5
2010-06-29 22:26:05,034 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt84
2010-06-29 22:26:05,073 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.8,46.5,6.9,46.6
2010-06-29 22:26:05,428 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt85
2010-06-29 22:26:05,437 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.8,46.6,6.9,46.7
2010-06-29 22:26:05,785 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt86
2010-06-29 22:26:05,786 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.8,46.7,6.9,46.8
2010-06-29 22:26:06,522 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt87
2010-06-29 22:26:06,553 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.8,46.8,6.9,46.9
2010-06-29 22:26:06,901 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt88
2010-06-29 22:26:06,902 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.8,46.9,6.9,47.0
2010-06-29 22:26:07,622 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt89
2010-06-29 22:26:07,760 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.9,46.0,7.0,46.1
2010-06-29 22:26:08,498 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt90
2010-06-29 22:26:08,577 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.9,46.1,7.0,46.2
2010-06-29 22:26:08,918 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt91
2010-06-29 22:26:08,920 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.9,46.2,7.0,46.3
2010-06-29 22:26:09,266 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt92
2010-06-29 22:26:09,268 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.9,46.3,7.0,46.4
2010-06-29 22:26:09,608 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt93
2010-06-29 22:26:09,610 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.9,46.4,7.0,46.5
2010-06-29 22:26:10,335 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt94
2010-06-29 22:26:10,372 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.9,46.5,7.0,46.6
2010-06-29 22:26:11,105 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt95
2010-06-29 22:26:11,155 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.9,46.6,7.0,46.7
2010-06-29 22:26:11,502 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt96
2010-06-29 22:26:11,507 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.9,46.7,7.0,46.8
2010-06-29 22:26:12,236 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt97
2010-06-29 22:26:12,277 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.9,46.8,7.0,46.9
2010-06-29 22:26:12,629 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt98
2010-06-29 22:26:12,631 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.9,46.9,7.0,47.0
2010-06-29 22:26:13,356 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt99
2010-06-29 22:26:13,381 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=7.0,46.0,7.0,46.1
2010-06-29 22:26:13,739 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt100
2010-06-29 22:26:13,741 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=7.0,46.1,7.0,46.2
2010-06-29 22:26:14,681 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt101
2010-06-29 22:26:14,682 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=7.0,46.2,7.0,46.3
2010-06-29 22:26:16,217 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt102
2010-06-29 22:26:16,218 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=7.0,46.3,7.0,46.4
2010-06-29 22:26:16,931 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt103
2010-06-29 22:26:17,046 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=7.0,46.4,7.0,46.5
2010-06-29 22:26:17,393 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt104
2010-06-29 22:26:17,394 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=7.0,46.5,7.0,46.6
2010-06-29 22:26:18,098 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt105
2010-06-29 22:26:18,223 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=7.0,46.6,7.0,46.7
2010-06-29 22:26:18,966 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt106
2010-06-29 22:26:19,012 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=7.0,46.7,7.0,46.8
2010-06-29 22:26:19,719 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt107
2010-06-29 22:26:19,759 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=7.0,46.8,7.0,46.9
2010-06-29 22:26:20,099 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt108
2010-06-29 22:26:20,100 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=7.0,46.9,7.0,47.0
2010-06-29 22:26:20,834 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt109
2010-06-29 22:26:20,855 | OSMDelta_2_AddressRowConverter | INFO   | Object created
2010-06-29 22:28:14,872 | OSM_2_OA      | INFO   | Started
2010-06-29 22:28:14,873 | OA            | INFO   | Object created
2010-06-29 22:28:14,877 | OSM           | INFO   | Object created
2010-06-29 22:28:14,878 | OSM           | INFO   | connecting to http://www.informationfreeway.org/api/0.6/
2010-06-29 22:28:14,882 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.0,46.0,6.5,46.5
2010-06-29 22:28:15,244 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt0
2010-06-29 22:28:15,246 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.0,46.5,6.5,47.0
2010-06-29 22:28:15,601 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt1
2010-06-29 22:28:15,601 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.5,46.0,7.0,46.5
2010-06-29 22:28:15,942 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt2
2010-06-29 22:28:15,943 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.5,46.5,7.0,47.0
2010-06-29 22:28:16,663 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt3
2010-06-29 22:28:17,041 | OSMDelta_2_AddressRowConverter | INFO   | Object created
2010-06-29 22:28:31,765 | OSM_2_OA      | INFO   | Started
2010-06-29 22:28:31,766 | OA            | INFO   | Object created
2010-06-29 22:28:31,766 | OSM           | INFO   | Object created
2010-06-29 22:28:31,766 | OSM           | INFO   | connecting to http://www.informationfreeway.org/api/0.6/
2010-06-29 22:28:31,767 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.0,46.0,6.5,46.5
2010-06-29 22:28:32,113 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt0
2010-06-29 22:28:32,114 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.0,46.5,6.5,47.0
2010-06-29 22:28:32,469 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt1
2010-06-29 22:28:32,470 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.5,46.0,7.0,46.5
2010-06-29 22:28:33,177 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt2
2010-06-29 22:28:33,178 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber]bbox=6.5,46.5,7.0,47.0
2010-06-29 22:28:33,529 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt3
2010-06-29 22:28:33,530 | OSMDelta_2_AddressRowConverter | INFO   | Object created
2010-06-29 22:29:05,718 | OSM_2_OA      | INFO   | Started
2010-06-29 22:29:05,718 | OA            | INFO   | Object created
2010-06-29 22:29:05,718 | OSM           | INFO   | Object created
2010-06-29 22:29:05,719 | OSM           | INFO   | connecting to http://www.informationfreeway.org/api/0.6/
2010-06-29 22:29:05,720 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber][bbox=6.0,46.0,6.5,46.5]
2010-06-29 22:29:06,463 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt0
2010-06-29 22:29:18,483 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber][bbox=6.0,46.5,6.5,47.0]
2010-06-29 22:29:18,867 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt1
2010-06-29 22:30:09,410 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber][bbox=6.5,46.0,7.0,46.5]
2010-06-29 22:30:09,790 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt2
2010-06-29 22:30:27,721 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber][bbox=6.5,46.5,7.0,47.0]
2010-06-29 22:30:29,055 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp.txt3
2010-06-29 22:31:19,306 | OSMDelta_2_AddressRowConverter | INFO   | Object created
2010-06-29 22:33:34,445 | OSM_2_OA      | INFO   | Started
2010-06-29 22:33:34,445 | OA            | INFO   | Object created
2010-06-29 22:33:34,446 | OSM           | INFO   | Object created
2010-06-29 22:33:34,446 | OSM           | INFO   | connecting to http://www.informationfreeway.org/api/0.6/
2010-06-29 22:33:34,447 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber][bbox=6.0,46.0,6.2,46.2]
2010-06-29 22:33:35,807 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp0osm
2010-06-29 22:33:39,869 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber][bbox=6.0,46.2,6.2,46.4]
2010-06-29 22:33:40,244 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp1osm
2010-06-29 22:33:40,909 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber][bbox=6.0,46.4,6.2,46.5]
2010-06-29 22:33:42,217 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp2osm
2010-06-29 22:33:42,559 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber][bbox=6.2,46.0,6.4,46.2]
2010-06-29 22:33:42,967 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp3osm
2010-06-29 22:33:44,719 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber][bbox=6.2,46.2,6.4,46.4]
2010-06-29 22:33:45,447 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp4osm
2010-06-29 22:33:46,725 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber][bbox=6.2,46.4,6.4,46.5]
2010-06-29 22:33:47,105 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp5osm
2010-06-29 22:33:47,400 | OSM           | INFO   | request: http://www.informationfreeway.org/api/0.6/*[addr:housenumber][bbox=6.4,46.0,6.5,46.2]
2010-06-29 22:33:47,820 | OSM           | INFO   | downloading to temp file /var/folders/S-/S-g8-be0FZKLT9b3k9i0Mk+++TI/-Tmp-/temp6osm
